maintenance_id,full_date,maintenance_type,failure_type,is_unscheduled,mileage_at_event,parts_cost_myr,labour_hours,labour_cost_myr,total_cost_myr,downtime_hours,technician_count,warranty_covered,plate_number,model,brand,year_manufactured,engine_type,gross_weight_kg,fleet_segment,home_state,purchase_date,current_mileage_km,is_active,component_name,component_category,subsystem,expected_lifespan_km,unit_cost_myr,criticality_level,workshop_name,city,workshop_state,region,capacity_bays,is_authorised_scania,workshop_type,year,quarter,month,month_name,week,day_of_week,is_weekend,is_public_holiday
MNT-000138,2020-09-27,Corrective,Short Circuit,True,177552,1318.6,4.0,548.87,1867.47,9.6,1,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Starter Motor,Electrical,Starting,150000,950,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2020,3,9,September,39,Sunday,True,False
MNT-000139,2020-11-01,Corrective,Blockage,True,188710,3368.24,5.3,523.95,3892.19,16.9,4,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,DPF Filter,Emissions,Filtration,200000,2200,High,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2020,4,11,November,44,Sunday,True,False
MNT-000140,2020-12-18,Predictive,,False,210594,3508.41,10.5,1398.23,4906.64,20.4,2,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2020,4,12,December,51,Friday,False,False
MNT-000141,2021-01-03,Scheduled PM,,False,221910,422.16,10.6,1479.66,1901.82,2.2,2,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Tyres (Rear),Tyres,Contact,60000,580,Critical,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2021,1,1,January,53,Sunday,True,False
MNT-000142,2021-01-22,Scheduled PM,,False,242121,1397.51,2.8,294.63,1692.14,4.2,4,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2021,1,1,January,3,Friday,False,False
MNT-000143,2021-03-06,Scheduled PM,,False,262672,1459.8,5.6,639.6,2099.4,7.8,3,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Radiator,Cooling System,Heat Exchange,300000,1800,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2021,1,3,March,9,Saturday,True,False
MNT-000144,2021-06-30,Corrective,Fatigue Failure,True,286423,2063.96,4.9,489.78,2553.74,7.3,2,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Leaf Springs,Suspension,Support,250000,1200,Medium,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2021,2,6,June,26,Wednesday,False,False
MNT-000145,2021-12-22,Corrective,Overheating,True,291714,995.59,9.5,773.33,1768.92,19.4,4,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Brake Drums,Braking System,Friction,150000,850,Critical,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2021,4,12,December,51,Wednesday,False,False
MNT-000146,2022-03-31,Scheduled PM,,False,319958,31.83,9.8,957.14,988.97,3.8,3,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Engine Oil Filter,Engine,Lubrication,15000,45,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2022,1,3,March,13,Thursday,False,False
MNT-000147,2022-08-02,Scheduled PM,,False,345392,610.87,4.0,381.1,991.97,5.1,4,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Tyres (Front),Tyres,Contact,80000,650,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2022,3,8,August,31,Tuesday,False,False
MNT-000148,2022-11-09,Corrective,Excessive Wear,True,372818,644.45,7.3,870.9,1515.35,9.7,1,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Volvo Trucks Shah Alam,Shah Alam,Selangor,West,10,True,Authorised Dealer,2022,4,11,November,45,Wednesday,False,False
MNT-000149,2022-11-10,Scheduled PM,,False,399165,1031.5,3.5,491.07,1522.57,6.3,3,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,EGR Valve,Emissions,Exhaust,150000,980,Medium,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2022,4,11,November,45,Thursday,False,False
MNT-000150,2022-11-12,Scheduled PM,,False,425809,668.53,9.7,1322.89,1991.42,5.6,3,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Water Pump,Cooling System,Circulation,150000,620,High,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2022,4,11,November,45,Saturday,True,False
MNT-000151,2023-06-02,Corrective,Overheating,True,454011,138.12,5.0,546.5,684.62,4.7,2,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Air Filter,Engine,Air Intake,20000,85,High,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2023,2,6,June,22,Friday,False,False
MNT-000152,2023-06-09,Corrective,Voltage Drop,True,468847,1553.02,11.3,1280.31,2833.33,11.2,2,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Starter Motor,Electrical,Starting,150000,950,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2023,2,6,June,23,Friday,False,False
MNT-000153,2024-02-11,Warranty Claim,,False,492165,2442.87,2.0,173.66,2616.53,9.2,2,True,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Injectors,Fuel System,Injection,200000,2800,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2024,1,2,February,6,Sunday,True,False
MNT-000154,2024-04-09,Scheduled PM,,False,508021,756.91,10.5,1004.15,1761.06,4.5,3,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Starter Motor,Electrical,Starting,150000,950,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2024,2,4,April,15,Tuesday,False,False
MNT-000155,2024-09-06,Scheduled PM,,False,533358,1563.84,7.8,653.31,2217.15,5.5,1,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,DPF Filter,Emissions,Filtration,200000,2200,High,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2024,3,9,September,36,Friday,False,False
MNT-000156,2024-09-29,Scheduled PM,,False,543298,438.8,3.9,416.2,855.0,2.3,2,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Wheel Bearings,Suspension,Rolling,200000,450,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2024,3,9,September,39,Sunday,True,False
MNT-000157,2024-09-30,Warranty Claim,,False,558665,43.37,10.9,1306.45,1349.82,13.2,2,True,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Engine Oil Filter,Engine,Lubrication,15000,45,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2024,3,9,September,40,Monday,False,False
MNT-000158,2024-11-30,Corrective,Wear,True,582548,669.25,2.9,323.77,993.02,19.5,2,False,FM5422,Scania R500,Scania,2017,Euro 6,44000,Regional,Sarawak,2017-09-24,108655,True,Tyres (Front),Tyres,Contact,80000,650,Critical,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2024,4,11,November,48,Saturday,True,False
MNT-000159,2020-01-08,Scheduled PM,,False,46061,435.23,6.5,756.73,1191.96,4.6,2,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Wheel Bearings,Suspension,Rolling,200000,450,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2020,1,1,January,2,Wednesday,False,False
MNT-000160,2020-01-09,Scheduled PM,,False,58545,226.27,11.1,1624.66,1850.93,4.4,2,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2020,1,1,January,2,Thursday,False,False
MNT-000161,2020-02-02,Corrective,Failure to Start,True,84527,612.9,8.0,845.29,1458.19,4.7,3,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Battery,Electrical,Storage,24000,480,Medium,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2020,1,2,February,5,Sunday,True,False
MNT-000162,2020-07-06,Scheduled PM,,False,112128,2739.11,8.0,1010.7,3749.81,2.1,1,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2020,3,7,July,28,Monday,False,False
MNT-000163,2020-08-24,Corrective,Crack,True,126994,1565.41,8.5,771.11,2336.52,16.6,4,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2020,3,8,August,35,Monday,False,False
MNT-000164,2021-02-17,Corrective,Short Circuit,True,152234,776.9,10.8,1180.63,1957.53,14.2,1,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Battery,Electrical,Storage,24000,480,Medium,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2021,1,2,February,7,Wednesday,False,False
MNT-000165,2021-07-13,Scheduled PM,,False,168962,398.86,10.1,1358.02,1756.88,7.8,4,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Wheel Bearings,Suspension,Rolling,200000,450,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2021,3,7,July,28,Tuesday,False,False
MNT-000166,2021-07-24,Predictive,,False,181646,2446.21,8.4,1207.29,3653.5,13.6,1,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2021,3,7,July,29,Saturday,True,False
MNT-000167,2022-02-22,Scheduled PM,,False,203413,49.61,2.2,279.03,328.64,2.5,1,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Engine Oil Filter,Engine,Lubrication,15000,45,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2022,1,2,February,8,Tuesday,False,False
MNT-000168,2022-02-23,Scheduled PM,,False,210054,87.34,11.7,1310.08,1397.42,3.6,1,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Air Filter,Engine,Air Intake,20000,85,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2022,1,2,February,8,Wednesday,False,False
MNT-000169,2022-03-03,Corrective,Puncture,True,216557,896.52,1.8,197.68,1094.2,21.0,1,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Tyres (Front),Tyres,Contact,80000,650,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2022,1,3,March,9,Thursday,False,False
MNT-000170,2022-05-22,Scheduled PM,,False,233767,1294.48,3.6,528.68,1823.16,6.4,3,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Alternator,Electrical,Generation,200000,1400,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2022,2,5,May,20,Sunday,True,False
MNT-000171,2022-07-08,Corrective,Failure to Start,True,260028,2251.65,10.3,1102.1,3353.75,20.0,2,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Alternator,Electrical,Generation,200000,1400,High,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2022,3,7,July,27,Friday,False,False
MNT-000172,2022-08-28,Scheduled PM,,False,280844,306.53,1.7,236.48,543.01,7.5,4,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Brake Pads (Rear),Braking System,Friction,50000,280,Critical,Mercedes-Benz Trucks PJ,Petaling Jaya,Selangor,West,8,True,Authorised Dealer,2022,3,8,August,34,Sunday,True,False
MNT-000173,2022-09-02,Corrective,Crack,True,301673,4092.12,8.9,1260.21,5352.33,21.8,4,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2022,3,9,September,35,Friday,False,False
MNT-000174,2023-08-27,Scheduled PM,,False,323870,425.85,0.6,75.51,501.36,7.2,2,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Water Pump,Cooling System,Circulation,150000,620,High,Highway Fleet Services Seremban,Seremban,Negeri Sembilan,West,8,False,Fleet Workshop,2023,3,8,August,34,Sunday,True,False
MNT-000175,2023-09-02,Corrective,Excessive Wear,True,341481,2749.94,4.5,438.3,3188.24,17.5,2,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2023,3,9,September,35,Saturday,True,False
MNT-000176,2023-10-14,Emergency,Short Circuit,True,356987,3122.85,2.4,275.3,3398.15,55.6,2,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Alternator,Electrical,Generation,200000,1400,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2023,4,10,October,41,Saturday,True,False
MNT-000177,2023-11-25,Scheduled PM,,False,377030,2034.52,5.1,637.66,2672.18,3.4,4,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Turbocharger,Engine,Forced Induction,250000,3200,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2023,4,11,November,47,Saturday,True,False
MNT-000178,2023-12-05,Corrective,Crack,True,395541,97.8,8.0,918.53,1016.33,6.1,1,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Air Filter,Engine,Air Intake,20000,85,High,Scania Kota Kinabalu,Kota Kinabalu,Sabah,East,6,True,Authorised Dealer,2023,4,12,December,49,Tuesday,False,False
MNT-000179,2024-05-21,Corrective,Crack,True,421990,87.12,10.7,1333.52,1420.64,15.2,4,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Engine Oil Filter,Engine,Lubrication,15000,45,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2024,2,5,May,21,Tuesday,False,False
MNT-000180,2024-06-17,Corrective,Blowout,True,450473,1090.96,9.3,960.11,2051.07,16.0,3,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Tyres (Rear),Tyres,Contact,60000,580,Critical,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2024,2,6,June,25,Monday,False,False
MNT-000181,2024-10-01,Corrective,Misalignment,True,472577,2646.44,11.6,1601.87,4248.31,9.8,3,False,BX6155,Scania R450,Scania,2020,Euro 6,44000,Regional,Negeri Sembilan,2020-07-09,464850,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Volvo Trucks Shah Alam,Shah Alam,Selangor,West,10,True,Authorised Dealer,2024,4,10,October,40,Tuesday,False,False
MNT-000182,2020-01-08,Corrective,Excessive Wear,True,50830,1668.23,7.5,945.2,2613.43,10.4,4,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Leaf Springs,Suspension,Support,250000,1200,Medium,Volvo Trucks Shah Alam,Shah Alam,Selangor,West,10,True,Authorised Dealer,2020,1,1,January,2,Wednesday,False,False
MNT-000183,2020-03-25,Scheduled PM,,False,70668,1184.78,11.6,1150.16,2334.94,7.8,2,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2020,1,3,March,13,Wednesday,False,False
MNT-000184,2020-07-13,Emergency,Excessive Wear,True,85954,3052.89,10.2,1181.78,4234.67,42.2,2,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2020,3,7,July,29,Monday,False,False
MNT-000185,2020-08-08,Scheduled PM,,False,114232,231.93,11.1,1421.5,1653.43,2.8,2,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Brake Pads (Rear),Braking System,Friction,50000,280,Critical,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2020,3,8,August,32,Saturday,True,False
MNT-000186,2020-08-13,Scheduled PM,,False,138329,59.15,9.2,1193.47,1252.62,5.4,4,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Fuel Filter,Fuel System,Filtration,20000,65,High,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2020,3,8,August,33,Thursday,False,False
MNT-000187,2020-12-14,Corrective,Leak,True,149879,108.0,2.2,179.89,287.89,17.4,3,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Fuel Filter,Fuel System,Filtration,20000,65,High,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2020,4,12,December,51,Monday,False,False
MNT-000188,2020-12-23,Scheduled PM,,False,161563,90.78,1.2,108.3,199.08,6.7,1,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Air Filter,Engine,Air Intake,20000,85,High,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2020,4,12,December,52,Wednesday,False,False
MNT-000189,2021-01-28,Scheduled PM,,False,190890,516.15,9.0,1266.86,1783.01,7.2,4,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Tyres (Front),Tyres,Contact,80000,650,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2021,1,1,January,4,Thursday,False,False
MNT-000190,2021-04-09,Scheduled PM,,False,208393,2100.1,8.5,1094.2,3194.3,2.3,4,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,DPF Filter,Emissions,Filtration,200000,2200,High,Scania Penang,Butterworth,Penang,North,8,True,Authorised Dealer,2021,2,4,April,14,Friday,False,False
MNT-000191,2021-09-09,Corrective,Corrosion,True,227911,408.38,3.4,275.09,683.47,16.4,2,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Brake Pads (Front),Braking System,Friction,40000,320,Critical,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2021,3,9,September,36,Thursday,False,False
MNT-000192,2022-01-17,Emergency,Blockage,True,238724,1497.83,11.6,1558.23,3056.06,25.4,1,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Water Pump,Cooling System,Circulation,150000,620,High,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2022,1,1,January,3,Monday,False,False
MNT-000193,2022-03-01,Predictive,,False,252869,3317.97,1.9,249.77,3567.74,4.8,3,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Injectors,Fuel System,Injection,200000,2800,Critical,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2022,1,3,March,9,Tuesday,False,False
MNT-000194,2022-04-15,Scheduled PM,,False,259177,724.07,5.9,474.33,1198.4,7.6,2,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Brake Drums,Braking System,Friction,150000,850,Critical,Scania Johor Bahru,Johor Bahru,Johor,South,10,True,Authorised Dealer,2022,2,4,April,15,Friday,False,False
MNT-000195,2022-06-18,Predictive,,False,274045,2908.51,7.7,1033.0,3941.51,20.9,4,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Injectors,Fuel System,Injection,200000,2800,Critical,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2022,2,6,June,24,Saturday,True,False
MNT-000196,2022-07-10,Scheduled PM,,False,296104,788.98,6.5,842.0,1630.98,7.7,1,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2022,3,7,July,27,Sunday,True,False
MNT-000197,2022-10-07,Predictive,,False,308095,2073.0,5.1,601.88,2674.88,11.0,3,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2022,4,10,October,40,Friday,False,False
MNT-000198,2022-12-05,Emergency,Oil Contamination,True,337740,274.78,6.0,739.68,1014.46,43.0,1,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Gearbox Oil,Transmission,Lubrication,60000,120,Medium,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2022,4,12,December,49,Monday,False,False
MNT-000199,2022-12-12,Scheduled PM,,False,344046,572.72,7.6,1089.19,1661.91,5.7,3,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Tyres (Front),Tyres,Contact,80000,650,Critical,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2022,4,12,December,50,Monday,False,False
MNT-000200,2023-03-02,Predictive,,False,358313,3265.84,4.9,716.13,3981.97,14.8,1,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Injectors,Fuel System,Injection,200000,2800,Critical,Trans Logistics Workshop KL,Kuala Lumpur,Kuala Lumpur,West,18,False,Fleet Workshop,2023,1,3,March,9,Thursday,False,False
MNT-000201,2023-05-13,Emergency,Leak,True,380152,171.95,10.8,897.15,1069.1,18.7,1,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Fuel Filter,Fuel System,Filtration,20000,65,High,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2023,2,5,May,19,Saturday,True,False
MNT-000202,2023-09-07,Predictive,,False,387297,1213.74,6.7,984.49,2198.23,4.1,2,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Alternator,Electrical,Generation,200000,1400,High,Scania Shah Alam Service Centre,Shah Alam,Selangor,West,12,True,Authorised Dealer,2023,3,9,September,36,Thursday,False,False
MNT-000203,2023-09-18,Emergency,Excessive Wear,True,406558,3236.15,8.6,1011.73,4247.88,70.4,1,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Roadside Emergency Unit Central,Kuala Lumpur,Kuala Lumpur,West,2,False,Mobile Unit,2023,3,9,September,38,Monday,False,False
MNT-000204,2023-10-15,Scheduled PM,,False,417390,1759.82,0.9,117.16,1876.98,2.4,3,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Drive Shaft,Drivetrain,Power Transfer,300000,2400,Critical,Volvo Trucks Shah Alam,Shah Alam,Selangor,West,10,True,Authorised Dealer,2023,4,10,October,41,Sunday,True,False
MNT-000205,2024-02-10,Scheduled PM,,False,435642,472.06,5.2,747.6,1219.66,4.7,4,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Tyres (Rear),Tyres,Contact,60000,580,Critical,Northern Truck Services Ipoh,Ipoh,Perak,North,6,False,Independent,2024,1,2,February,6,Saturday,True,False
MNT-000206,2024-02-15,Warranty Claim,,False,460904,1452.16,6.7,851.78,2303.94,16.8,1,True,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Clutch Assembly,Transmission,Coupling,200000,1800,High,Scania Kuching,Kuching,Sarawak,East,6,True,Authorised Dealer,2024,1,2,February,7,Thursday,False,False
MNT-000207,2024-04-05,Corrective,Misalignment,True,488378,1298.87,6.3,661.75,1960.62,9.8,3,False,FP5304,Mercedes Actros 1852,Mercedes-Benz,2017,Euro 6,44000,Heavy Haulage,Pahang,2017-05-05,468801,True,Fifth Wheel Coupling,Coupling,Connection,300000,1100,Critical,East Coast Truck Repairs Kuantan,Kuantan,Pahang,East,4,False,Independent,2024,2,4,April,14,Friday,False,False
